title,category,text
若者の除毛剤トラブル増 注意喚起,経済, 除毛剤による皮膚障害や購入トラブルに関する相談が10代男性から相次いでおり消費者庁は31日ネット交流サービスSNSなどで注意喚起を行った皮膚障害の相談件数に占める1020代の割合は増加傾向で美容意識の高まりが背景にあるとみられる 注意喚起の対象となったのはクリームやスプレータイプで手足や脇の下などの体毛を除去する除毛剤除毛剤は医薬部外品で顔への使用は禁じられているが男性がひげなどの除毛のため使用し発疹や炎症など皮膚障害を起こす相談が増えているという 消費者庁によると1519歳の若者の商品サービス別上位相談件数のうち除毛剤は男性で201920年とも1位女性では19年に9位20年に6位だった1721年度に寄せられた除毛剤に関する相談1万5234件のうち9割は解約できないなど契約上のトラブルで1割が発疹など皮膚障害に関する内容皮膚障害の相談では1020代の若者の割合は17年度は約3割だったが21年度には6割を超えた 消費者庁のツイッターでは顔には使わないで用法用量や使用上の注意をよく確認肌に異常を感じたら使うのをやめるなどと呼びかけている寺町六花
日ハム 4番に「ドラ9新人」を起用,スポーツ,■広島 ー 日本ハム交流戦31日マツダスタジアム 31日にマツダスタジアムで行われる広島日本ハム戦のオーダーが発表され日本ハムの新庄剛志監督は4番遊撃に新人の上川畑大悟内野手を据えるという仰天オーダーを組んだ上川畑の4番スタメンは初めて映像大注目の小悪魔チアにこりゃ選手も元気でますわ 話題沸騰“きつねダンス”が安定の可愛さ 上川畑は今春ドラフト9位でNTT東日本から入団した25歳のルーキーキャンプ序盤にケガで1軍から離れたものの今月24日に昇格ここまで5試合で17打数7安打打率412と当たっている 一方でここ2試合連続で2安打している清宮幸太郎内野手は先発から外れ一塁には谷内亮太内野手が入ったまた先発の加藤貴之投手を8番で起用している
テレ朝 ドラマ繰り上げ報道を否定,エンタメ, テレビ朝日の早河洋会長が31日都内の同局で行われた定例会見に出席し一部ニュースサイトで報じられた俳優の木村拓哉49主演ドラマ未来への10カウント木曜後900の最終回繰り上げについて当該記事は間違っていますと強く否定した今後版元への法的措置や抗議文などの対応の可能性についてはすでに記事は削除されていますのでコメントすることはありませんとした写真ロンバケHERO木村拓哉が主演を務めた主な連続ドラマ 残り2週で今週最終章に入った未来への10カウント7回までの平均視聴率は個人61世帯106タイムシフトを含む直近の総合視聴率は173とそれぞれ数字を公表した早河会長は各局ドラマそれぞれ厳しい数字ではありますが“未来への10カウント”はトップレベルでよく頑張っていると思いますと評価回を追うごとに胸が熱くなるという視聴者からの声もあるといい最終回に向けて盛り上がっていくと思いますと語った
メルカリ 東証プライムに変更,経済, フリーマーケットアプリ大手メルカリは31日東証最上位プライム市場に上場先を変更すると発表した図解東証の新市場区分 6月7日付同社がグロース市場からの区分変更を申請し東証が承認した4月の東証の市場再編後区分変更が認められたのは初めて メルカリは2018年に東証マザーズ市場に上場市場再編ではグロースに移行したがこれに先立つ今年1月にプライムへの変更を申請していた 
道志村 人骨のようなもの4つ発見,地域,山梨県道志村で新たに人の骨とみられるものが4つ発見された山梨県警が午後5時半ごろから記者会見を行い明らかにした今後司法解剖を行い人骨と確認された場合DNA鑑定を行う方針道志村の沢ではこれまでに肩甲骨脚腕の骨が見つかっていて3年前に行方不明となった当時小学1年生の小倉美咲さんとDNA型が一致県警は美咲さんが死亡したと断定したきょう人の骨とみられるものが見つかった現場周辺では26日に人の骨のようなものが2つ28日にも1つそれぞれ発見されたこの近くでは先月美咲さんが身につけていたものと似た運動靴が見つかっていて県警が集中的に捜索を続けている先月以降美咲さんの遺留品とみられるものは運動靴靴下長袖のハイネックがそれぞれ見つかっているこのうち長袖のハイネックについてはDNAは検出されなかった
前半11分の間接FKから再試合 J2,スポーツ, Jリーグは5月31日競技規則の適用ミスにより再試合が決定したJ2リーグ第8節のモンテディオ山形対ファジアーノ岡山の一戦01の再開試合の開催概要について前半11分の岡山の間接フリーキックからの再開試合にすると発表した動画前半11分から再試合決定 J2山形×岡山で競技ルール“適用ミス”の疑惑ジャッジ山形GKが“一発レッド判定”となったシーン 山形対岡山の一戦では前半10分過ぎのジャッジへ疑惑の目が向けられていた山形GK後藤は味方からのバックパスが無人のゴールに向かった際手で掻き出し難を逃れたがこのプレーに対して清水修平主審はレッドカードを提示し一発退場を命じた 競技規則の第12条にはゴールキーパーが自分のペナルティーエリア内で認められていないにもかかわらず手や腕でボールを扱った場合間接フリーキックが与えられるが懲戒の罰則は与えられないとの記述があり競技ルールの適用ミスの可能性が浮上その後Jリーグは4月5日このジャッジについて適用ミスがあったとして再試合とすることを決定した 再開試合の開催概要についてJリーグは31日前半11分1100の岡山の間接フリーキックからの再開試合となることを発表出場エントリーメンバーの制限は設けず交代人数回数については出場エントリー選手を変更する場合は交代枠を使用したとみなさないとするまた公式記録の扱いは競技規則の適用ミス前の記録は有効適用ミス後は無効となる なお開催日については決まり次第発表するとしている
泊原発運転差し止め 北電は控訴へ,国内,東京 31日 ロイター      北海道電力は31日札幌地方裁判所で泊原発1―3号機の運転差し止め命令が出たことを受け速やかに控訴に係る手続きを行うと発表した北海道電力に対し廃炉や運転差し止めを求めた訴訟で札幌地裁は運転差し止めを命じた廃炉の請求は棄却した同社では主張が理解されず誠に遺憾であり到底承服できないとしている北海道の鈴木直道知事は記者団の質問に対し個別の司法判断についてはコメントを差し控えるとしたそのうえで原発は安全性が確保されることが大前提とし再稼働については原子力規制委員会が厳正な審査確認をしっかりと行うことが大変重要と述べた
正露丸の大幸薬品 希望退職募集,経済, 正露丸や衛生用品を手掛ける大幸薬品株TSR企業コード570119936大阪市西区東証プライムは5月31日約30名の希望退職者を募集すると発表した対象者は今年7月31日時点で満40歳以上59歳未満の正社員または無期雇用社員募集期間は6月13日から6月22日同社の希望退職者の募集は上場以来初となる  クレベリンの景品表示をめぐる問題による過剰在庫などで同社の最終損益は2021年12月期に95億9400万円の赤字22年12月第1四半期も17億4800万円の赤字が続いた今後も感染管理事業の業績回復が不透明でコスト削減を急いでいる  5月13日代表取締役らの役員報酬の減額の延長なども発表していた
大谷がゲレロに「HR打たないで」,スポーツ, ずっと笑っていた2人が生み出す心地よい空気フィールドから遠く離れた記者席から見ていたこちらも笑顔になった写真ホームラン打たないでねと可愛くゲレロに話しかける大谷 エンゼルスの大谷翔平投手とブルージェイズのウラジーミルゲレロ内野手昨季は終盤までし烈な本塁打王争いを繰り広げた両雄が一塁上で言葉を交わしたのは28日の試合の七回だった ブルージェイズの剛腕リリーバーメリーウェザーが投じた158キロ直球が右肘に装着した防具をかすめたひやりとした1球本拠地がどよめいた球審の死球判定に従い一塁へ歩いた大谷はビデオ裁定を待つ間23歳の若き主砲の左肩に右手を置いて言葉を発した メジャー5年目大谷は打席に入る前に敵軍ベンチの監督に目であいさつし球審と捕手に声を掛けている塁上で敵軍選手と会話をすることは全く珍しいことではないただいつもと違ったのはわざわざ自分から相手の肩に手を置く行為は記憶にない シリーズ最終戦29日の試合後のクラブハウスでゲレロが通訳を介して明かしてくれた会話の一部は秀逸だった 彼は僕に向かってこう言いましたいいかいもうこれからはホームランを打たないでねって その2日前の26日大谷が2番投手で投打同時出場した試合で2人は対じ2打席無安打で迎えた六回の第3打席でゲレロはカウント11から外寄り高めのカーブを左翼ポール直撃のホームランにしている 大谷の一言はこの打席を踏まえてのもの普通に話し掛けるのではなくわざわざ相手の肩に手を置く仕草が2人の“心の距離”を表していた 2人はともに初出場した昨年のオールスターゲームではホームラン競争の合間にツーショット写真を撮っているリクエストしたのは5つ年下のゲレロの方その日が来るのをずっと待っていた26日の試合前に応じた会見では自ら大谷にアプローチしてお願いしたような話しぶりだったが実は恥ずかしくて自分で声を掛けられず近くにいた旧知の記者に仲介してもらっている その写真は大きく引き伸ばしドミニカ共和国のバニにある豪邸の壁に飾っていることを明かしたゲレロは言う オオタニのような選手と競う合うことは常に楽しいチャレンジだ チャレンジではなく楽しいチャレンジその言葉を聞いて思い返す大谷からホームランを打ちダイヤモンドを回るゲレロは本当に楽しそうだった 次に2人が顔を合わせるのは8月26日から28日にカナダトロントで行われる3連戦だその日が来るのを楽しみにしているのは記者だけではないはずだデイリースポーツ小林信行
鈴木達央Vo.の音楽ユニット 解散,エンタメ, 声優鈴木達央がボーカルを務める音楽ユニットOLDCODEXが5月31日をもって解散すると公式サイトで発表された写真LiSAと結婚したOLDCODEX所属声優鈴木達央 公式サイトではこの度OLDCODEXは2022年5月31日をもちまして解散いたしますことを改めてご報告申し上げますとしこれまで約12年間に及ぶ活動を温かく見守り応援してくださったファンの皆様そしてご支援くださった関係者の皆様に心より御礼申し上げますと謝意を記した メンバーそれぞれからのメッセージはOLDCODEX公式サイトにてご覧いただけますと幸いですまたOLDCODEX公式サイトと公式Twitterに関しましては2022年8月31日をもちまして運用を終了させていただくこととなりましたファンの皆様にはOLDCODEXの活動を見守ってくださりまた応援し続けて下さったこと心より感謝申し上げますと記した 最後にそれぞれ新たな道を歩むメンバーをこれからも変わらず応援していただけますと幸いに存じますとコメントしている OLDCODEXは鈴木のアーティスト活動のバンドプロジェクトとして2009年に活動をスタート鈴木はTa2タツ名義でボーカルを務めておりこれまで黒子のバスケFreeなど多くのアニメ作品主題歌を担当した現在はペインターコーラス担当のYORKEと2人体制で活動していた ユニットを巡っては昨年12月27日に解散を発表映画劇場版 Freethe Final Stroke後編の主題歌担当を最後に活動を終了するとしていた■メンバーコメントTa2LDCODEX応援してくださった全ての方たちへこの度我々は5月31日をもって活動を終了します仲間と共に楽しい音楽をしたいという目標を掲げて右も左も分からないまま走っていった音楽生活でした小さな事から始め成功と失敗を重ねて一つ一つをみんなと作り上げてきたと振り返る度に思いますその中でランティス前社長井上さんを始め関わってくださったスタッフの方々には様々な場所で支えていただきました本当に感謝していますそしてそこには応援してくれる方たちがファンがオーディエンスがいつも我々を支えてくれていましたライブに来てくれたりCDやグッズを手に取ってくれたり様々な場所方法で我々に力を与えてくれたのは紛れもなくみんなのおかげです本当にありがとうございますマイク前という場所はとても素敵な場所です両親の為に歌っていたことが届ける形を変え知らない誰かへ想いを届ける事に繋がった事は本当に幸せな事です仲間と共に音楽や作品を紡げることは何度経験しても最高の瞬間ですそんな音楽やアートを一緒になって楽しんでくれたみんなとの時間は毎回強い思い出となり残ってきましたそしてそんな自分の隣にいつもいてくれたYORKEにもとても感謝しています彼に貰った勇気は信じられないほど沢山あります本当にありがとう不器用ながらに共に支え合いながら歩んできた道は自分の誇りですどんなことを書いても感謝しか出てきません素敵な時間を本当にありがとうございました願わくはこれを読んでくれた全ての方にどんな形でもこの先ずっと幸福が訪れたら良いなと思うのとそこに我々の作った作品が心の何処かにほんのちょっとでも残ってくれたら嬉しいなと思います今まで本当にありがとうございましたありがとうございましたOLDCODEXTa2YORKELast message始まりと終わりそれをずっと意識しながら僕はこの10年近くOLDCODEXの活動に自分が出来る事はほぼ全て捧げましたこれからはYORKE個人としてより一層アート活動に専念しみなさんに作品を届けていきますまた音楽で表現する事も諦めていません僕がHALという名義でギターボーカルを務めているバンドRest of Childhoodでここで培った経験や感覚を更に大きな物に変えていけるように努力したいと思っています今後はメンバースタッフそれぞれ別の道別の扉を開けて進んでいくことになりますが皆様からもらったたくさんの愛を胸に僕も歩いていこうと思いますわがままでいつまでも子どもみたいな僕を優しく強く受け入れてくれたスタッフ関係者のみなさんありがとうございましたどんな時も手を離さず最後まで見守ってくれたこれを読んでくれている君は僕が世界中で誇れるファンですそれを教えてくれてありがとう一緒に夢を見れた瞬間を忘れないよありがとうございました20220531YORKE
「モルカー」新シリーズ 今秋放送,エンタメ,TVアニメPUI PUI モルカーの新シリーズが2022年秋に放送決定しティザービジュアルPVが解禁さらに期間限定で第1期が無料配信開始となった関連画像PV場面カットやティザービジュアルを見る写真11点2021年1月よりテレビ東京系きんだーてれびにて放送されたパペットアニメクリエイターの新鋭見里朝希監督初のTVアニメシリーズPUI PUI モルカーモルモットが車になった世界を舞台に癒し系の車〈モルカー〉が活躍するという斬新な世界観は子供から大人まで魅了その反響は国内にとどまらず台湾では熱狂的人気から週32回放送米NYタイムズでも注目の映像作品として報道されるなど全世界でモルカーブームが巻き起こっているそしてこの度国内外で大きな反響を呼んだ本作の新シリーズの放送が決定全編新作となるアニメーションを2022年秋地上波放送予定する新シリーズ発表につき新規ビジュアルも解禁ポテトたち5台と一緒に映るシルエットのモルカーは一体また新シリーズ放送決定記念PVも公開あらすじや放送情報の詳細は後日解禁予定続報をお楽しみにさらに第1期PUI PUI モルカー全12話が5月31日火から公式YouTubeで期間限定無料配信 新シリーズ放送前にぜひチェックしてほしいC見里朝希PUI PUI モルカーDS製作委員会
中日・石川昂弥 長期離脱の見込み,スポーツ, 立浪竜にショッキングな事態が発生した中日は31日石川昂弥内野手20が名古屋市内の病院での精密検査の結果左膝前十字靱帯じんたい不全損傷と発表した長期離脱となる見込み写真石川昂が負傷したシーン 病院での検査を終えた石川昂はナゴヤ球場で取材に応じ悔しいです打てなくても使ってもらっていたのに離脱して他の人にチャンスを譲る形になってしまった期待に応えられなかったという思いですと語った
東京2362人感染 前週から909人減,地域,新型コロナウイルスについて東京都は31日新たに2362人の感染を発表しました先週火曜日の3271人から909人減っていて18日連続で前の週の同じ曜日の感染者数を下回っています東京都は検査を受けず医師が感染と診断した“みなし陽性”の患者も感染者として発表していて2人が“みなし陽性”の患者でした新たな感染者のうちワクチンを2回接種していた人は1162人で1回も接種をしていない人は632人でした新型コロナの病床使用率は139で最大で確保できる見込みの7216床に対し1002人が入院しているということですまたオミクロン株の特性を踏まえた重症者用の病床使用率は20となっています年代別では▼10代未満が413人▼10代が288人▼20代が431人▼30代が441人▼40代が368人▼50代が192人で重症化リスクの高い65歳以上の高齢者は175人でした現在入院している感染者のうち東京都の基準で重症者とされる人は3人となっていますまた新たに6人の死亡が発表されています
ネパール機墜落 22人全員遺体収容,国際, ポカラネパールAFP時事ネパール民生航空当局の報道担当官は31日ヒマラヤ山脈に墜落したタラエア航空の小型機について乗客乗員22人全員の遺体が収容されたと明らかにした写真ネパールのタラエアの小型機 AFP通信に収容した遺体の身元確認作業に入ると説明した 小型機は29日ポカラを飛び立った直後に交信が途絶え翌30日に標高約4400メートルの山中で残骸が見つかった同機にはネパール人16人のほかインド人4人とドイツ人2人が搭乗していた 
補正予算が成立 物価対策2.7兆円,国内,東京 31日 ロイター      2022年度一般会計補正予算は31日参院本会議で与党などの賛成多数で可決成立した歳出総額は2兆7009億円で赤字国債の増発に伴う公債依存度は359に悪化する参院選後に追加策が編成されればさらなる悪化も視野に入る補正予算では原油価格高騰に対処するため1兆1739億円を計上し今後の備えとして新たに原油物価高騰対策予備費1兆1200億円を追加した一般予備費も4000億円積み増し22年度予算総額は110兆2973億円となる財源は全額赤字国債としたため公債依存度は当初予算343から16ポイント悪化する採決に先立つ参院予算委員会では短期的な家計減税とインフレ対策を急ぐべきと質す伊藤孝恵委員国民に対し岸田文雄首相は消費税をさわることは政府としては考えていないとした安定的な社会保障財源であることを理由に従来の答弁を繰り返した参院選後の追加策で減税を除く財政出動に踏み切った場合赤字国債に頼る財政運営を続けることも予想され公債依存度は再び40台に上昇する懸念がある
契約満了の吉田麻也 まずは代表で,スポーツ,日本代表の主将を務める吉田麻也が31日オンラインでの取材に対応した3月のアジア最終予選でカタールワールドカップW杯出場を決めた森保ジャパン11月開幕の祭典へ重要な強化機会となる6月にはキリンチャレンジカップ2022でパラグアイ代表6月2日ブラジル代表同6日キリンカップ2022でガーナ代表同10日チリ代表orチュニジア代表同14日とそれぞれ対戦するサッカー日本代表最新招集選手メンバーリストパラグアイ戦に向けて調整中の中吉田は現在のコンディションに関して合流日にトレーニングしているので身体は疲れていますがこの2日間でそこから起こして戦術面をブラッシュアップして良い状態で挑みたいですと口にし6月と9月しかないのでW杯でどうやって戦っていくのか再確認したいやれることやらなければいけないことを判断選手間の競争でも最後のアピールになる大事な4試合になると意気込みを語ったそして今季限りでサンプドリアとの契約が満了することで未定となっている来季の去就についてはいいところがあればいいと思います6月14日まではまずは代表でしっかりとやる怪我してから十分なプレー時間を獲得できていないので代表選手としての価値を示さないといけないその中でこの2週間で動きがあるかは代理人に任せますなるようになるでしょうむしろ何か良い案があれば教えてくださいと言及した
住吉会トップの関功代表死去,国内, 指定暴力団住吉会の関功代表76が死亡したことが31日捜査関係者への取材でわかった昨年4月に会長職を退いて代表に就いており警視庁は住吉会のトップとみていた写真ロマンス詐欺にサイバー犯罪 規制強化で変わるシノギ 住吉会は東京都港区に本部を置き勢力は東京や北海道など18都道府県に及ぶ2021年末現在の構成員は約2500人で最大勢力の指定暴力団山口組構成員約4千人に次ぐ規模 関代表は会長だった15年6月同年4月投開票の千葉県議選をめぐって立候補予定者への投票などを依頼する目的で有権者らに飲食の接待をしたとして公選法違反容疑で逮捕されその後有罪判決を受けた20年9月には組員らによる特殊詐欺事件の代表者責任を問われ他の幹部らとともに東京地裁から計約1億7千万円の損害賠償を命じられていた
郷ひろみ 26年ぶりドラマ主演,エンタメ, 歌手の郷ひろみ66がNHKBSプレミアムのドラマ定年オヤジ改造計画7月25日後900に主演することが31日分かったドラマで主演を務めるのは1996年放送のTBS坊ちゃんちゃん以来26年ぶりとなる写真かわいいお孫ちゃん泣いちゃった 呆然の“ジイジ”郷ひろみ 垣谷美雨氏の同名小説が原作で昭和育ちの会社オヤジが保育ジイジ1年生として家事育児に少しずつ成長していく姿を描く郷は会社人間としてバリバリ働くも天下り先の子会社が倒産夫源病を患った妻と娘に全否定される定年オヤジを演じる 8月1日にレコードデビュー50周年を迎える郷は記念の年にこのような形でドラマに出演させていただき本当に光栄に思っています芸能人生で初の大きな仕事がNHK大河ドラマだったので不思議な縁を感じますと出演を喜んだ 半世紀の歌手生活を経てもなお輝き続ける郷のイメージを一新する役どころ視聴者の皆様が持っていらっしゃるかもしれない郷ひろみのイメージを良い意味で裏切る主人公と説明し同作を最後には幸せな気持ちになってもらえるとおもいますのでぜひご覧いただけるとうれしいですとメッセージした 出演者はほかに妻役は伊藤蘭67娘役は成海璃子29息子役は矢本悠馬31が演じる
ため池の水抜かれる被害 農家憤り,地域, 福岡県久留米市の2カ所の農業用ため池で排水口の栓が抜かれる被害が発生したこのうち1カ所は池の水がほぼ全部抜かれ底が見える状態だため池は周囲にもあり直ちに農業への影響は出ないが関係者は田植えの時期を前に少雨が続けば約1カ月分の農業用水が不足するかもと心配する抜かれた栓は現場に放置され犯行動機は謎県警久留米署は水利妨害などの疑いで調べている写真放置された木栓 現場はいずれも同市藤山町の神野池第2堤とキロメキ池管理する水利組合によると組合員が28日に第2堤で複数の木栓が抜かれているのを発見町内の他の8カ所を調べキロメキ池でも被害を確認した 神野池の第1堤貯水量約4万トンの被害はなかったがそれより小さい第2堤は水が約9割抜かれキロメキ池同約3万トンも約3割減ったといういずれのため池も階段状で水位に応じて複数の排水口がある栓が自然に抜ける状態ではなく抜かれた栓は現場に残されたままだった 町内には約80戸の米農家がある組合が2月に第2堤を確認した際は異変がなく田植えが始まる来月10日に取水予定だった 署によると市内で他に同様の被害は確認されていない組合によるとため池を巡るトラブルも起きていないという組合員の一人は農家にとって水は命絶対に許せないと憤っている 木村知寛玉置采也加
太陽にあたれない 難病の1歳児,科学, 太陽の光を浴びることができない“難病”を持つ男の子光を避ける生活を続けていますが残された時間には限りがあるといいますわが子の未来を変えたいと治療の道を探す家族の1年を追いました動画太陽の光を浴びると皮膚がんに1歳の男の子が患った難病色素性乾皮症 息子の未来を探す両親の決意
大阪のコロナ臨時医療施設が閉鎖,地域, 大阪府が新型コロナウイルス対策として臨時に設置した大阪コロナ大規模医療療養センター大阪市住之江区が31日閉鎖された吉村洋文知事の肝いりだったがウイルス変異による感染状況の変化に対応できず利用者数が低迷整備予算78億円に見合う効果がなかったと府庁内からも反省の声が上がるコロナワクチン接種1回当たりの費用が明らかに
泊原発の再稼働認めず 札幌地裁,国内,北海道電力泊原発13号機泊村で事故が起きれば生命や身体の安全が脅かされるとして道内の住民ら約1200人が北海道電に廃炉や運転差し止めを求めた訴訟の判決が31日札幌地裁であり谷口哲也裁判長は北海道電に運転差し止めを命じた廃炉については住民側の請求を退けたイラスト泊原発敷地内の断層と安全審査をめぐる主な経緯裁判では原発の敷地内や周辺海域に活断層が存在するか▽防潮堤で津波に対する安全性が確保されているかなどが主要な争点になった原告側は北海道電が考慮していない活断層があるとし防潮堤の地盤の液状化など津波への備えも不十分だと主張一方北海道電は地震や津波に対して十分な安全性が確保されているとして請求棄却を求めていた平成23年11月に住民ら約600人が提訴24年11月にさらに約600人が追加提訴していた泊原発は全基が停止中25年7月福島第1原発事故の教訓を踏まえて策定された原発の新規制基準が施行されるのと同時に北海道電は原子力規制委員会に再稼働に向けた審査を申請し現在も審査が続いている規制委は昨年7月泊原発3号機の審査会合で敷地内の断層は活断層ではないとする北海道電の主張を了承北海道電はこれを踏まえて追加書面を提出する意向を示したが谷口裁判長は審理を打ち切り双方が最終準備書面を提出せずに結審していた静岡地裁でも弁護士らが中部電力浜岡原発35号機静岡県御前崎市の廃炉を求めて訴訟を起こしており係争中
フジ放送見送り 天心と武尊が怒り,スポーツ, 格闘家の那須川天心は31日ツイッターを更新しみんなごめんとつぶやいたフジテレビが6月19日に行われる格闘技ドリームマッチTHE MATCH 2022東京ドームの放送を見送ったことに反応したものとみられる写真天心魂の叫びお金のためじゃねえんだよ その後再びツイートを投稿お金の為じゃねえんだよ未来の為にやってんだよ子供達はどうすんだよと怒りをにじませた 同イベントではキックボクシングのRISE世界フェザー級王者の那須川天心とK1ワールドGPスーパーフェザー級王者の武尊の対戦が注目され同局で生放送される見通しだった また武尊も自身のツイッターでこの試合の意味を分かって欲しいまだ諦めませんと訴えを記した フジテレビは公式HPで主催者側との契約に至らずフジテレビで放送しないことが決まりましたのでここにお知らせいたしますと伝えた ネットは直前での放送見送りに騒然那須川のフォロワーはなにどうしたのPPVでしっかり見ます謝らないでくれ天心武尊のフォロワーは私も信じてます世紀の一戦が運営側是非がんばってなど惜しむ声が多数寄せられた
沖縄 1時間に約110mmの猛烈な雨,地域,沖縄県で局地的に雨が強まっています気象庁は南城市玉城付近で12時20分までの1時間に約110mmの猛烈な雨が降ったとみられるとして記録的短時間大雨情報を発表しました沖縄県付近では夜にかけて低地の浸水や土砂災害等に警戒してください
「13歳中学生」女流棋士 続々誕生,国内, 今月24日行われた叡王戦で優勝しタイトル戦の連勝記録を歴代2位の13に伸ばした藤井聡太五冠19プロに入ったのは14歳2カ月で史上最年少でした その藤井五冠よりも早い13歳でプロ入りを果たしたのが茨城県取手市の中学2年生鎌田美礼さん今月1日付けで女流棋士2級となり現役最年少の女流プロ棋士となりました 鎌田美礼さん女流棋士になることを考えてみてなりたいなと思ったので女流プロ棋士になれて安心しました他の人に棋譜を見られて恥ずかしくない将棋を指したい女流棋士をやっていて1回はタイトルに挑戦したい そんななかもう一人13歳のプロが誕生しました 30日日本将棋連盟は関西研修会の木村朱里さんが6月1日付で女流棋士になると発表しました 滋賀県草津市の中学2年生で鎌田さんとは同学年ですが誕生日が17日遅く新たに現役最年少の女流プロ棋士となります 木村さんは去年8月全国中学生選抜将棋選手権大会で優勝しました 地元滋賀でも期待が膨らんでいます 日本将棋連盟滋賀県支部連合会大垣宏明事務局長まだまだ若いですけれども最終的には女流棋士のタイトルを取れるような女流棋士になってもらえないかなと期待している 藤井五冠の活躍に加え女流の世界でも相次ぐ中学生プロ誕生に将棋界も活気付いています 日本将棋連盟滋賀県支部連合会大垣宏明事務局長こういった若い方が最前線で活躍されれば全国の将棋をする子どもたちに良い目標になるのではないかグッドモーニング2022年5月31日放送分より
「仮放免」避難民の陰で置き去り,国内, 出入国在留管理庁入管庁は2年前非正規滞在の外国人の収容を一時的に解く仮放免の活用を打ち出し多くの人が社会に戻ったコロナ禍で収容過密状態の解消を迫られたためだ だが仮放免者は働くことが禁じられ健康保険にさえ加入できないウクライナからの避難民が注目される陰で置き去りにされる人たちの危機を追ったジャーナリスト元TBSテレビ社会部長神田和則 ■仮放免者の現状は まず仮放免を巡る現状を整理しておきたい 非正規滞在で退去強制令書が出された外国人の大半は国外に退去しているが祖国に帰されたら迫害を受ける私は難民ですと訴えている人たちや日本に家族がいたり長い間日本で暮らして祖国の生活基盤を失ったりした人たちは帰るに帰れず出国に応じない 東京五輪開催の年までに安全安心な社会の実現を図るとして入管当局は2016年ごろからわが国社会に不安を与える外国人を大幅に縮減する方針を打ち出した
雇調金の特例延長へ 首相が表明,国内,国会ではきょう午後2022年度の補正予算案が成立する見通しですけさの審議で岸田総理はコロナの影響を受けた事業主に対する雇用調整助成金の特例措置について延長する方針を明らかにしました国会記者会館から報告です参議院予算委員会で公明党は1日最大1万5000円が支給される雇用調整助成金の特例措置について来月末までの期限を延長するよう岸田総理に求めました公明党 伊藤孝江参院議員事業主の側からすればやはり少しでも期間が長いほうが事業の見通しを立てることができるという点もあります現行の措置を少しでも長く少なくとも3か月は維持をしていただきたい岸田総理7月以降の取り扱いについては原油高物価高騰等がコロナ禍からの経済回復に及ぼす影響を見きわめる必要があると考えており特例措置を延長する方向で調整し速やかに公表したいと考えております岸田総理は特例措置を延長する方針を明らかにしきょう開催される厚生労働省の労働政策審議会で意見を聞いたうえで速やかに公表したいと述べましたまた新型コロナに感染した子どもの世話のため仕事を休まざるを得ない保護者を支援する小学校休業等対応助成金についても延長の方向で調整していることを明らかにしました政府関係者によりますとどちらの制度も9月末までの3か月間延長する方向で調整が進められているということです一般会計の総額がおよそ2兆7000億円の補正予算案はこのあと委員会で採決され続く参議院本会議で与党と国民民主党の賛成多数で可決成立する見通しです
不妊手術強要され ウイグル女性涙,国際, 北京坂本信博中国新疆ウイグル自治区出身で米国へ亡命したウイグル族女性ズムレットダウトさん39が新疆にいた2018年当時当局から不妊手術を強制されたと西日本新聞の取材に証言した新疆では近年不妊処置件数が急増し出生率が激減中国政府は住民の自主的選択とウイグル族を狙った人口抑制策を否定するがズムレットさんは子どもが2人以上いるウイグル族女性はほぼ全員手術を強要され1日5人ずつ施術されたと明かした詳報薬物を投与され女性は全員生理が止まった ズムレットさんによると故郷の区都ウルムチに住んでいた18年10月下旬地域住民が中国国旗の掲揚集会に集められ共産党員の役人から2人以上の子どもを持つ女性に無償で不妊手術をすると告げられた当時36歳だったズムレットさんは子どもが3人いた21年まで続いた当局の産児制限のためウルムチでは2人までの出産しか認められておらず1万8400元約35万円の罰金を当局に納めていた ズムレットさんは18年春に約2カ月間中国政府が職業技能教育訓練センターと呼ぶ施設に収容されて体調が悪化帰宅が許された後も尿が止まらないなどの症状に悩んでいた パキスタン人の夫は妻は手術に耐えられない不妊処置が必要なら私が受けると懇願したが役人は外国人だから駄目だ彼女が受けなければおまえを強制的に帰国させ二度と中国に入れないと脅したというズムレットさんは泣き崩れる夫を見て心が折れ手術に同意あくまで自主的選択だと明記した文書に署名させられた 人口千人余りの地域に子どもが2人以上の出産適齢期の女性は約200人おり1日5人ずつ市内の施設で施術されたウルムチは漢族が人口の7割を占めるが漢族の女性は対象外だったと断言する 分娩ぶんべん台のようなベッドに上がると背の低い50代くらいの漢族女性から点滴で麻酔を投与された同じ日に手術を受ける予定だった5人のうち1人は病気が見つかり免除された意識が戻ると隣のベッドから痛みにうめく女性の声が聞こえたしばらくすると私も腹部に激痛を感じ声を上げてしまった子どもを産めなくなった自分を責めたと涙を拭った ズムレットさんは19年夫の母国パキスタン経由で米国に亡命米国での検査で卵管結紮けっさつ手術を施されていたことが分かった 地元政府の統計新疆統計年鑑によると18年に新疆で不妊手術を受けていた人は約8万9千人に上り約99がウイグル族の集住地域に集中出生率人口千人当たりの出生数は1719年の2年間でほぼ半減したズムレットさんはイスラム教徒にとって不妊手術を受けることは罪望んで受けた人は私の周りに一人もいない中国政府はウイグル族を絶滅させるつもりだと訴えたウイグル 抑圧の実相
